 gA 	 gD 	 gS 	 rbar 	 prop phase 1 	 prop phase 2 	 prop phase 3 
2.0	0.0	50.0	1.828125	0.06923076923076923	0.8538461538461538	0.07692307692307693
2.0	0.0	50.0	4.078125	0.0	1.0	0.0
2.0	0.0	50.0	0.8687500000000001	0.4	0.3076923076923077	0.2923076923076923
2.0	0.0	50.0	2.453125	0.0	0.9769230769230769	0.023076923076923078
2.0	0.0	50.0	0.575	0.6	0.19230769230769232	0.2076923076923077
2.0	0.0	50.0	0.8625	0.4	0.3076923076923077	0.2923076923076923
2.0	0.0	50.0	0.8812500000000001	0.3923076923076923	0.3153846153846154	0.2923076923076923
2.0	0.0	50.0	4.609375	0.0	1.0	0.0
2.0	0.0	50.0	1.140625	0.27692307692307694	0.5	0.2230769230769231
2.0	0.0	50.0	2.921875	0.0	0.9923076923076923	0.007692307692307693
2.0	0.0	50.0	2.984375	0.0	0.9923076923076923	0.007692307692307693
2.0	0.0	50.0	1.484375	0.15384615384615385	0.7230769230769231	0.12307692307692308
2.0	0.0	50.0	3.078125	0.0	1.0	0.0
2.0	0.0	50.0	3.015625	0.0	0.9923076923076923	0.007692307692307693
2.0	0.0	50.0	0.21875	1.0	0.0	0.0
2.0	0.0	50.0	0.675	0.5	0.25384615384615383	0.24615384615384617
2.0	0.0	50.0	3.609375	0.0	1.0	0.0
2.0	0.0	50.0	0.23125	1.0	0.0	0.0
2.0	0.0	50.0	3.109375	0.0	1.0	0.0
2.0	0.0	50.0	4.796875	0.0	1.0	0.0
2.0	0.0	50.0	4.421875	0.0	1.0	0.0
2.0	0.0	50.0	2.421875	0.0	0.9769230769230769	0.023076923076923078
2.0	0.0	50.0	2.828125	0.0	0.9923076923076923	0.007692307692307693
2.0	0.0	50.0	0.5125	0.7307692307692307	0.09230769230769231	0.17692307692307693
2.0	0.0	50.0	0.73125	0.46153846153846156	0.26153846153846155	0.27692307692307694
2.0	0.0	50.0	0.64375	0.5153846153846153	0.25384615384615383	0.23076923076923078
2.0	0.0	50.0	0.31875000000000003	1.0	0.0	0.0
2.0	0.0	50.0	0.65625	0.5076923076923077	0.25384615384615383	0.23846153846153847
2.0	0.0	50.0	3.578125	0.0	1.0	0.0
2.0	0.0	50.0	0.5	0.7692307692307693	0.06923076923076923	0.16153846153846155
2.0	0.0	50.0	1.234375	0.23076923076923078	0.5846153846153846	0.18461538461538463
2.0	0.0	50.0	0.33125000000000004	1.0	0.0	0.0
2.0	0.0	50.0	0.36250000000000004	1.0	0.0	0.0
2.0	0.0	50.0	1.609375	0.1076923076923077	0.7769230769230769	0.11538461538461539
2.0	0.0	50.0	1.03125	0.3153846153846154	0.4307692307692308	0.25384615384615383
2.0	0.0	50.0	3.515625	0.0	1.0	0.0
2.0	0.0	50.0	0.9625000000000001	0.35384615384615387	0.3769230769230769	0.2692307692307692
2.0	0.0	50.0	0.83125	0.4153846153846154	0.3	0.2846153846153846
2.0	0.0	50.0	0.5062500000000001	0.7384615384615385	0.08461538461538462	0.17692307692307693
2.0	0.0	50.0	1.046875	0.3076923076923077	0.4461538461538462	0.24615384615384617
2.0	0.0	50.0	4.203125	0.0	1.0	0.0
2.0	0.0	50.0	0.38125000000000003	0.9923076923076923	0.0	0.007692307692307693
2.0	0.0	50.0	2.859375	0.0	0.9923076923076923	0.007692307692307693
2.0	0.0	50.0	0.9000000000000001	0.38461538461538464	0.3230769230769231	0.2923076923076923
2.0	0.0	50.0	4.703125	0.0	1.0	0.0
2.0	0.0	50.0	2.734375	0.0	0.9923076923076923	0.007692307692307693
2.0	0.0	50.0	0.90625	0.38461538461538464	0.3153846153846154	0.3
2.0	0.0	50.0	0.2	1.0	0.0	0.0
2.0	0.0	50.0	1.0	0.3384615384615385	0.4	0.26153846153846155
2.0	0.0	50.0	3.765625	0.0	1.0	0.0
2.0	0.0	50.0	4.859375	0.0	1.0	0.0
2.0	0.0	50.0	0.28125	1.0	0.0	0.0
2.0	0.0	50.0	0.9125000000000001	0.3769230769230769	0.3230769230769231	0.3
2.0	0.0	50.0	0.70625	0.4846153846153846	0.24615384615384617	0.2692307692307692
2.0	0.0	50.0	2.296875	0.0	0.9692307692307692	0.03076923076923077
2.0	0.0	50.0	3.296875	0.0	1.0	0.0
2.0	0.0	50.0	0.65	0.5153846153846153	0.24615384615384617	0.23846153846153847
2.0	0.0	50.0	3.953125	0.0	1.0	0.0
2.0	0.0	50.0	3.671875	0.0	1.0	0.0
2.0	0.0	50.0	2.609375	0.0	0.9846153846153847	0.015384615384615385
2.0	0.0	50.0	2.109375	0.0	0.9538461538461539	0.046153846153846156
2.0	0.0	50.0	1.296875	0.2076923076923077	0.6230769230769231	0.16923076923076924
2.0	0.0	50.0	1.109375	0.2846153846153846	0.4846153846153846	0.23076923076923078
2.0	0.0	50.0	0.59375	0.5692307692307692	0.2230769230769231	0.2076923076923077
2.0	0.0	50.0	4.484375	0.0	1.0	0.0
2.0	0.0	50.0	4.359375	0.0	1.0	0.0
2.0	0.0	50.0	0.225	1.0	0.0	0.0
2.0	0.0	50.0	0.7437500000000001	0.46153846153846156	0.26153846153846155	0.27692307692307694
2.0	0.0	50.0	0.95	0.35384615384615387	0.36923076923076925	0.27692307692307694
2.0	0.0	50.0	3.421875	0.0	1.0	0.0
2.0	0.0	50.0	0.3875	0.9923076923076923	0.0	0.007692307692307693
2.0	0.0	50.0	3.203125	0.0	1.0	0.0
2.0	0.0	50.0	0.61875	0.5461538461538461	0.23846153846153847	0.2153846153846154
2.0	0.0	50.0	0.55	0.6461538461538462	0.16153846153846155	0.19230769230769232
2.0	0.0	50.0	0.8187500000000001	0.4230769230769231	0.2923076923076923	0.2846153846153846
2.0	0.0	50.0	4.734375	0.0	1.0	0.0
2.0	0.0	50.0	0.98125	0.35384615384615387	0.3769230769230769	0.2692307692307692
2.0	0.0	50.0	0.525	0.6923076923076923	0.11538461538461539	0.19230769230769232
2.0	0.0	50.0	0.23750000000000002	1.0	0.0	0.0
2.0	0.0	50.0	1.859375	0.06153846153846154	0.8615384615384616	0.07692307692307693
2.0	0.0	50.0	1.453125	0.15384615384615385	0.7076923076923077	0.13846153846153847
2.0	0.0	50.0	0.7375	0.46153846153846156	0.26153846153846155	0.27692307692307694
2.0	0.0	50.0	0.5687500000000001	0.6	0.19230769230769232	0.2076923076923077
2.0	0.0	50.0	0.84375	0.4153846153846154	0.3	0.2846153846153846
2.0	0.0	50.0	2.640625	0.0	0.9846153846153847	0.015384615384615385
2.0	0.0	50.0	0.58125	0.5923076923076923	0.2	0.2076923076923077
2.0	0.0	50.0	0.6312500000000001	0.5384615384615384	0.23846153846153847	0.2230769230769231
2.0	0.0	50.0	2.796875	0.0	0.9923076923076923	0.007692307692307693
2.0	0.0	50.0	1.921875	0.038461538461538464	0.9	0.06153846153846154
2.0	0.0	50.0	1.359375	0.18461538461538463	0.6538461538461539	0.16153846153846155
2.0	0.0	50.0	0.44375000000000003	0.9	0.0	0.1
2.0	0.0	50.0	4.546875	0.0	1.0	0.0
2.0	0.0	50.0	4.671875	0.0	1.0	0.0
2.0	0.0	50.0	0.75	0.46153846153846156	0.26153846153846155	0.27692307692307694
2.0	0.0	50.0	0.45625000000000004	0.8769230769230769	0.007692307692307693	0.11538461538461539
2.0	0.0	50.0	3.796875	0.0	1.0	0.0
2.0	0.0	50.0	4.015625	0.0	1.0	0.0
2.0	0.0	50.0	0.3125	1.0	0.0	0.0
2.0	0.0	50.0	2.328125	0.0	0.9692307692307692	0.03076923076923077
2.0	0.0	50.0	0.9312500000000001	0.36923076923076925	0.3384615384615385	0.2923076923076923
2.0	0.0	50.0	3.234375	0.0	1.0	0.0
2.0	0.0	50.0	1.421875	0.16153846153846155	0.6846153846153846	0.15384615384615385
2.0	0.0	50.0	0.66875	0.5	0.25384615384615383	0.24615384615384617
2.0	0.0	50.0	2.953125	0.0	0.9923076923076923	0.007692307692307693
2.0	0.0	50.0	0.40625	0.9692307692307692	0.0	0.03076923076923077
2.0	0.0	50.0	0.9875	0.3384615384615385	0.3923076923076923	0.2692307692307692
2.0	0.0	50.0	0.28750000000000003	1.0	0.0	0.0
2.0	0.0	50.0	3.640625	0.0	1.0	0.0
2.0	0.0	50.0	3.171875	0.0	1.0	0.0
2.0	0.0	50.0	3.859375	0.0	1.0	0.0
2.0	0.0	50.0	0.2625	1.0	0.0	0.0
2.0	0.0	50.0	4.953125	0.0	1.0	0.0
2.0	0.0	50.0	2.578125	0.0	0.9846153846153847	0.015384615384615385
2.0	0.0	50.0	0.85625	0.4	0.3076923076923077	0.2923076923076923
2.0	0.0	50.0	0.625	0.5384615384615384	0.23846153846153847	0.2230769230769231
2.0	0.0	50.0	0.35000000000000003	1.0	0.0	0.0
2.0	0.0	50.0	0.4	0.9846153846153847	0.0	0.015384615384615385
2.0	0.0	50.0	0.96875	0.35384615384615387	0.3769230769230769	0.2692307692307692
2.0	0.0	50.0	3.046875	0.0	1.0	0.0
2.0	0.0	50.0	2.234375	0.0	0.9692307692307692	0.03076923076923077
2.0	0.0	50.0	0.7750000000000001	0.4461538461538462	0.27692307692307694	0.27692307692307694
2.0	0.0	50.0	0.48750000000000004	0.7769230769230769	0.05384615384615385	0.16923076923076924
2.0	0.0	50.0	1.515625	0.14615384615384616	0.7384615384615385	0.11538461538461539
2.0	0.0	50.0	1.640625	0.1	0.7846153846153846	0.11538461538461539
2.0	0.0	50.0	1.890625	0.05384615384615385	0.8692307692307693	0.07692307692307693
2.0	0.0	50.0	3.828125	0.0	1.0	0.0
2.0	0.0	50.0	0.51875	0.7	0.11538461538461539	0.18461538461538463
2.0	0.0	50.0	2.484375	0.0	0.9769230769230769	0.023076923076923078
2.0	0.0	50.0	4.890625	0.0	1.0	0.0
2.0	0.0	50.0	3.546875	0.0	1.0	0.0
2.0	0.0	50.0	0.36875	1.0	0.0	0.0
2.0	0.0	50.0	3.734375	0.0	1.0	0.0
2.0	0.0	50.0	0.7	0.4846153846153846	0.23846153846153847	0.27692307692307694
2.0	0.0	50.0	4.046875	0.0	1.0	0.0
2.0	0.0	50.0	0.76875	0.45384615384615384	0.2692307692307692	0.27692307692307694
2.0	0.0	50.0	2.546875	0.0	0.9846153846153847	0.015384615384615385
2.0	0.0	50.0	1.796875	0.07692307692307693	0.8461538461538461	0.07692307692307693
2.0	0.0	50.0	0.6375	0.5307692307692308	0.23846153846153847	0.23076923076923078
2.0	0.0	50.0	4.171875	0.0	1.0	0.0
2.0	0.0	50.0	4.921875	0.0	1.0	0.0
2.0	0.0	50.0	2.203125	0.0	0.9615384615384616	0.038461538461538464
2.0	0.0	50.0	3.921875	0.0	1.0	0.0                                                      
2.0	0.0	50.0	2.609375	0.0	0.9846153846153847	0.015384615384615385
2.0	0.0	50.0	2.109375	0.0	0.9538461538461539	0.046153846153846156
2.0	0.0	50.0	1.296875	0.2076923076923077	0.6230769230769231	0.16923076923076924
2.0	0.0	50.0	1.109375	0.2846153846153846	0.4846153846153846	0.23076923076923078
2.0	0.0	50.0	0.59375	0.5692307692307692	0.2230769230769231	0.2076923076
